SequenceID	MarkerGene	mOTU	mOTU linkage Group Name
340047.MCAP_0481	COG0552	COG0552.OTUcal.v2.487	-
763678604-stool1_revised_C1222791_1_gene11125	COG0012	COG0012.OTUcal.v2.1709	motu_linkage_group_134
158256496-stool1_revised_C937109_1_gene176805	COG0012	COG0012.OTUcal.v2.2054	motu_linkage_group_293
671074.VMB_00380	COG0533	COG0533.OTUcal.v2.1515	-
351605.Gura_3134	COG0495	COG0495.OTUcal.v2.0	-
V1.CD14-0_revised_scaffold2391_2_gene83376	COG0018	COG0018.OTUcal.v2.1952	-
765074482-stool1_revised_scaffold41480_1_gene116185	COG0495	COG0495.OTUcal.v2.1893	motu_linkage_group_258
159611913-stool1_revised_C784486_1_gene108310	COG0012	COG0012.OTUcal.v2.1734	motu_linkage_group_135
159814214-stool1_revised_C602373_1_gene38023	COG0016	COG0016.OTUcal.v2.666	motu_linkage_group_262
765013792-stool1_revised_scaffold9059_1_gene34477	COG0541	COG0541.OTUcal.v2.1805	motu_linkage_group_225
763901136-stool2_revised_scaffold41005_1_gene23056	COG0525	COG0525.OTUcal.v2.1909	motu_linkage_group_209
641144.HMPREF9017_00642	COG0012	COG0012.OTUcal.v2.1348	-
272629.MHA_1891	COG0525	COG0525.OTUcal.v2.1061	-
MH0006_revised_scaffold82367_5_gene135681	COG0525	COG0525.OTUcal.v2.1872	motu_linkage_group_38
763678604-stool1_revised_C1196638_1_gene78496	COG0552	COG0552.OTUcal.v2.2014	-
MH0074_revised_scaffold28613_3_gene29632	COG0525	COG0525.OTUcal.v2.1906	motu_linkage_group_192
264199.stu0004	COG0012	COG0012.OTUcal.v2.197	motu_linkage_group_741
533240.CRC_02147	COG0016	COG0016.OTUcal.v2.177	-
575788.VS_2043	COG0172	COG0172.OTUcal.v2.687	-
764487809-stool2_revised_scaffold54423_1_gene7875	COG0552	COG0552.OTUcal.v2.1974	motu_linkage_group_324
V1.CD8-0_revised_scaffold50435_1_gene52520	COG0012	COG0012.OTUcal.v2.1809	motu_linkage_group_244
196164.CE1520	COG0016	COG0016.OTUcal.v2.480	-
160502038-stool1_revised_scaffold53502_2_gene9314	COG0552	COG0552.OTUcal.v2.932	motu_linkage_group_607
626523.GCWU000342_01685	COG0525	COG0525.OTUcal.v2.381	-
888745.HMPREF9171_0160	COG0495	COG0495.OTUcal.v2.1752	-
550534656-stool1_revised_scaffold11492_2_gene39450	COG0012	COG0012.OTUcal.v2.1716	motu_linkage_group_194
763860675-stool1_revised_C1167036_1_gene122947	COG0541	COG0541.OTUcal.v2.2128	-
1054460.SPPN_00020	COG0012	COG0012.OTUcal.v2.32	-
652620.RJP_0889	COG0552	COG0552.OTUcal.v2.1072	-
267377.MMP0879	COG0172	COG0172.OTUcal.v2.1272	-
766148.SFK272_0912	COG0495	COG0495.OTUcal.v2.940	motu_linkage_group_607
406562.CGSSp19BS75_10023	COG0525	COG0525.OTUcal.v2.235	-
763982056-stool1_revised_scaffold21142_2_gene40565	COG0012	COG0012.OTUcal.v2.298	motu_linkage_group_216
MH0007_revised_scaffold4271_2_gene29154	COG0172	COG0172.OTUcal.v2.1698	motu_linkage_group_206
MH0062_revised_scaffold31553_1_gene71242	COG0533	COG0533.OTUcal.v2.1206	motu_linkage_group_455
756883.Halar_2886	COG0018	COG0018.OTUcal.v2.1533	-
MH0033_revised_scaffold2158_1_gene74600	COG0541	COG0541.OTUcal.v2.454	motu_linkage_group_155
469596.HMPREF9488_02659	COG0525	COG0525.OTUcal.v2.1572	motu_linkage_group_623
MH0012_revised_scaffold7781_8_gene231818	COG0172	COG0172.OTUcal.v2.1719	motu_linkage_group_103
178306.PAE3165	COG0012	COG0012.OTUcal.v2.907	-
MH0086_revised_scaffold43083_3_gene6975	COG0533	COG0533.OTUcal.v2.1721	motu_linkage_group_394
159207311-stool2_revised_scaffold37563_1_gene79226	COG0012	COG0012.OTUcal.v2.1809	motu_linkage_group_244
402882.Shew185_0474	COG0018	COG0018.OTUcal.v2.1010	-
159005010-stool1_revised_scaffold14254_1_gene42638	COG0525	COG0525.OTUcal.v2.1574	motu_linkage_group_352
569881.C1A_591	COG0541	COG0541.OTUcal.v2.863	-
658659.HMPREF0983_01089	COG0495	COG0495.OTUcal.v2.165	-
156889.Mmc1_0367	COG0016	COG0016.OTUcal.v2.1592	-
158337416-stool1_revised_scaffold440_1_gene222315	COG0552	COG0552.OTUcal.v2.745	motu_linkage_group_639
159207311-stool2_revised_scaffold2375_1_gene205459	COG0552	COG0552.OTUcal.v2.1748	motu_linkage_group_389
295358.mhp656	COG0533	COG0533.OTUcal.v2.691	-
765701615-stool1_revised_scaffold47458_2_gene122429	COG0016	COG0016.OTUcal.v2.1779	motu_linkage_group_14
765701615-stool1_revised_scaffold22709_2_gene184382	COG0533	COG0533.OTUcal.v2.1818	motu_linkage_group_63
596154.Alide2_1075	COG0172	COG0172.OTUcal.v2.1162	-
1104324.P186_0558	COG0525	COG0525.OTUcal.v2.1036	-
629742.STAHO0001_1789	COG0525	COG0525.OTUcal.v2.1544	-
158256496-stool1_revised_scaffold23475_1_gene47776	COG0012	COG0012.OTUcal.v2.1895	motu_linkage_group_471
764224817-stool1_revised_scaffold48247_1_gene64107	COG0525	COG0525.OTUcal.v2.1838	motu_linkage_group_218
690566.Sphch_1644	COG0552	COG0552.OTUcal.v2.302	-
MH0084_revised_scaffold1749_3_gene21821	COG0525	COG0525.OTUcal.v2.1836	motu_linkage_group_134
MH0035_revised_scaffold40710_1_gene42617	COG0495	COG0495.OTUcal.v2.1921	motu_linkage_group_25
763961826-stool1_revised_scaffold3763_1_gene44080	COG0495	COG0495.OTUcal.v2.1174	motu_linkage_group_132
1052684.PPM_0120	COG0018	COG0018.OTUcal.v2.945	-
MH0037_revised_scaffold6660_7_gene31915	COG0016	COG0016.OTUcal.v2.1805	motu_linkage_group_333
496833.MBIO_0173	COG0016	COG0016.OTUcal.v2.1409	-
388272.PaerPA_01004423	COG0525	COG0525.OTUcal.v2.772	-
300269.SSON_0596	COG0495	COG0495.OTUcal.v2.940	motu_linkage_group_607
V1.UC8-0_revised_scaffold3826_20_gene7024	COG0552	COG0552.OTUcal.v2.1755	motu_linkage_group_333
V1.UC18-0_revised_scaffold5887_3_gene58339	COG0525	COG0525.OTUcal.v2.866	motu_linkage_group_170
99287.STM1909	COG0018	COG0018.OTUcal.v2.93	-
763759525-stool1_revised_scaffold25764_3_gene95530	COG0541	COG0541.OTUcal.v2.1788	motu_linkage_group_228
670894.ECE128010_1110	COG0552	COG0552.OTUcal.v2.932	motu_linkage_group_607
446465.Bfae_09690	COG0525	COG0525.OTUcal.v2.256	-
507522.KPK_2060	COG0012	COG0012.OTUcal.v2.1028	-
158499257-stool1_revised_scaffold30443_1_gene108746	COG0018	COG0018.OTUcal.v2.1729	motu_linkage_group_120
548479.HMPREF0573_11157	COG0495	COG0495.OTUcal.v2.28	-
313595.P700755_11225	COG0495	COG0495.OTUcal.v2.1005	-
159490532-stool2_revised_scaffold17136_1_gene7494	COG0172	COG0172.OTUcal.v2.1697	motu_linkage_group_126
401526.TcarDRAFT_2174	COG0541	COG0541.OTUcal.v2.1336	-
563008.HMPREF0665_00167	COG0016	COG0016.OTUcal.v2.352	-
531844.FIC_00821	COG0541	COG0541.OTUcal.v2.1263	-
290315.Clim_1823	COG0172	COG0172.OTUcal.v2.232	-
159571453-stool2_revised_scaffold27858_1_gene77490	COG0533	COG0533.OTUcal.v2.1882	motu_linkage_group_28
765074482-stool2_revised_C1092476_1_gene107707	COG0495	COG0495.OTUcal.v2.361	motu_linkage_group_100
742740.HMPREF9474_03777	COG0012	COG0012.OTUcal.v2.1418	motu_linkage_group_748
531844.FIC_01269	COG0012	COG0012.OTUcal.v2.1243	-
360094.PXO_01077	COG0172	COG0172.OTUcal.v2.1615	-
749512.HMPREF9515_02369	COG0495	COG0495.OTUcal.v2.445	-
764325968-stool1_revised_scaffold17985_1_gene112429	COG0215	COG0215.OTUcal.v2.1766	motu_linkage_group_131
530564.Psta_4492	COG0552	COG0552.OTUcal.v2.1643	-
312153.Pnuc_1977	COG0018	COG0018.OTUcal.v2.891	-
502558.EGYY_07930	COG0215	COG0215.OTUcal.v2.1410	-
647113.Metok_1292	COG0172	COG0172.OTUcal.v2.435	-
434271.APJL_1364	COG0552	COG0552.OTUcal.v2.601	-
688270.Celal_2314	COG0525	COG0525.OTUcal.v2.561	-
537007.BLAHAN_05747	COG0541	COG0541.OTUcal.v2.634	motu_linkage_group_549
634503.NT01EI_2936	COG0495	COG0495.OTUcal.v2.84	-
765074482-stool2_revised_scaffold6537_2_gene117761	COG0016	COG0016.OTUcal.v2.1771	motu_linkage_group_126
525263.HMPREF0298_2211	COG0533	COG0533.OTUcal.v2.863	-
159814214-stool1_revised_C620581_1_gene16462	COG0012	COG0012.OTUcal.v2.357	motu_linkage_group_100
MH0054_revised_scaffold28543_5_gene19239	COG0525	COG0525.OTUcal.v2.457	motu_linkage_group_155
596315.HMPREF0634_1422	COG0525	COG0525.OTUcal.v2.1317	-
MH0031_revised_scaffold17795_1_gene18310	COG0533	COG0533.OTUcal.v2.2016	motu_linkage_group_29
881621.LIV_1508	COG0525	COG0525.OTUcal.v2.921	-
452863.Achl_0855	COG0215	COG0215.OTUcal.v2.1282	-
320372.BURPS1710b_2681	COG0215	COG0215.OTUcal.v2.890	-
634500.EbC_42520	COG0552	COG0552.OTUcal.v2.359	-
546267.NEIPOLOT_01985	COG0552	COG0552.OTUcal.v2.657	-
764487809-stool1_revised_scaffold42843_1_gene21940	COG0541	COG0541.OTUcal.v2.1750	motu_linkage_group_104
644968.DFW101_0879	COG0018	COG0018.OTUcal.v2.134	-
553204.CORAM0001_0467	COG0012	COG0012.OTUcal.v2.69	-
159166850-stool1_revised_scaffold18361_4_gene97762	COG0525	COG0525.OTUcal.v2.1521	motu_linkage_group_116
357808.RoseRS_4535	COG0495	COG0495.OTUcal.v2.1307	-
1110509.Mhar_1740	COG0552	COG0552.OTUcal.v2.1039	-
159753524-stool1_revised_scaffold20326_1_gene51876	COG0541	COG0541.OTUcal.v2.1652	motu_linkage_group_95
314261.PU1002_04796	COG0533	COG0533.OTUcal.v2.990	-
264730.PSPPH_2139	COG0016	COG0016.OTUcal.v2.354	-
445971.ANASTE_01309	COG0533	COG0533.OTUcal.v2.755	-
1000570.HMPREF9966_0137	COG0172	COG0172.OTUcal.v2.1152	motu_linkage_group_718
763860675-stool1_revised_scaffold41070_4_gene63646	COG0533	COG0533.OTUcal.v2.1973	motu_linkage_group_703
391037.Sare_4035	COG0018	COG0018.OTUcal.v2.1504	-
515619.EUBREC_1120	COG0172	COG0172.OTUcal.v2.355	motu_linkage_group_100
MH0035_revised_scaffold11992_2_gene49922	COG0012	COG0012.OTUcal.v2.1056	motu_linkage_group_396
589865.DaAHT2_1061	COG0552	COG0552.OTUcal.v2.1469	-
525280.HMPREF0357_10661	COG0172	COG0172.OTUcal.v2.42	-
272560.BPSL2600	COG0172	COG0172.OTUcal.v2.884	-
MH0012_revised_scaffold1931_3_gene221461	COG0018	COG0018.OTUcal.v2.2024	motu_linkage_group_644
887929.HMP0721_0582	COG0016	COG0016.OTUcal.v2.1254	-
763496533-stool2_revised_scaffold26962_1_gene188406	COG0525	COG0525.OTUcal.v2.1587	motu_linkage_group_372
764224817-stool1_revised_scaffold47721_1_gene124410	COG0172	COG0172.OTUcal.v2.1838	motu_linkage_group_333
350688.Clos_2467	COG0533	COG0533.OTUcal.v2.940	-
326298.Suden_0869	COG0016	COG0016.OTUcal.v2.1664	-
888827.HMPREF9401_0443	COG0172	COG0172.OTUcal.v2.555	-
764002286-stool1_revised_scaffold23273_2_gene51402	COG0012	COG0012.OTUcal.v2.533	motu_linkage_group_433
685035.CbatJ_010100014886	COG0016	COG0016.OTUcal.v2.1089	-
763678604-stool1_revised_scaffold48479_1_gene165387	COG0012	COG0012.OTUcal.v2.1793	motu_linkage_group_260
513051.BURMUCGD1_3009	COG0012	COG0012.OTUcal.v2.488	-
657323.CK1_11860	COG0552	COG0552.OTUcal.v2.419	motu_linkage_group_570
351016.RAZWK3B_10752	COG0012	COG0012.OTUcal.v2.736	-
84588.SYNW1894	COG0172	COG0172.OTUcal.v2.1020	-
765620695-stool1_revised_scaffold16240_7_gene52330	COG0018	COG0018.OTUcal.v2.1619	motu_linkage_group_95
357544.HPAG1_0748	COG0552	COG0552.OTUcal.v2.1304	-
684950.HPKB_1506	COG0533	COG0533.OTUcal.v2.1300	-
O2.UC24-0_revised_scaffold40971_1_gene35398	COG0215	COG0215.OTUcal.v2.2172	motu_linkage_group_182
321956.LBUL_1451	COG0495	COG0495.OTUcal.v2.1163	-
311402.Avi_2665	COG0172	COG0172.OTUcal.v2.334	-
764588959-stool1_revised_scaffold44_2_gene90232	COG0533	COG0533.OTUcal.v2.1796	-
V1.UC19-0_revised_scaffold15375_2_gene81	COG0016	COG0016.OTUcal.v2.147	motu_linkage_group_137
639283.Snov_1881	COG0172	COG0172.OTUcal.v2.366	-
338966.Ppro_0746	COG0012	COG0012.OTUcal.v2.1483	-
391598.FBBAL38_01545	COG0215	COG0215.OTUcal.v2.50	-
159227541-stool1_revised_scaffold11970_1_gene29548	COG0012	COG0012.OTUcal.v2.1724	motu_linkage_group_158
348780.NP0096A	COG0541	COG0541.OTUcal.v2.261	-
665950.HMPREF1025_01616	COG0016	COG0016.OTUcal.v2.130	motu_linkage_group_374
765013792-stool1_revised_scaffold4503_1_gene5540	COG0012	COG0012.OTUcal.v2.1732	motu_linkage_group_282
887929.HMP0721_0054	COG0215	COG0215.OTUcal.v2.1254	-
326297.Sama_2582	COG0495	COG0495.OTUcal.v2.1425	-
861967750-stool1_revised_scaffold37496_1_gene63125	COG0018	COG0018.OTUcal.v2.1684	motu_linkage_group_63
330214.NIDE2458	COG0533	COG0533.OTUcal.v2.139	-
857577.E9O_06336	COG0525	COG0525.OTUcal.v2.832	-
471872.STRINF_01900	COG0552	COG0552.OTUcal.v2.1367	-
737052003-stool1_revised_scaffold28861_2_gene83813	COG0012	COG0012.OTUcal.v2.1842	motu_linkage_group_182
765074482-stool1_revised_scaffold20808_1_gene196063	COG0495	COG0495.OTUcal.v2.2071	motu_linkage_group_375
483218.BACPEC_01350	COG0012	COG0012.OTUcal.v2.78	motu_linkage_group_162
388400.BB14905_07224	COG0533	COG0533.OTUcal.v2.1163	-
324602.Caur_0927	COG0533	COG0533.OTUcal.v2.522	-
693974.Sbal175_2205	COG0172	COG0172.OTUcal.v2.1007	-
763536994-stool2_revised_scaffold9310_1_gene144802	COG0172	COG0172.OTUcal.v2.1755	motu_linkage_group_228
706846339-stool1_revised_scaffold37133_1_gene85597	COG0533	COG0533.OTUcal.v2.1779	motu_linkage_group_274
MH0039_revised_scaffold61524_1_gene39730	COG0172	COG0172.OTUcal.v2.1892	motu_linkage_group_136
MH0059_revised_scaffold313_2_gene6929	COG0533	COG0533.OTUcal.v2.1952	motu_linkage_group_297
765963.HPPC_05610	COG0541	COG0541.OTUcal.v2.1304	-
717231.Flexsi_1007	COG0525	COG0525.OTUcal.v2.22	-
764487809-stool2_revised_scaffold21596_1_gene191431	COG0172	COG0172.OTUcal.v2.1691	motu_linkage_group_127
159510762-stool1_revised_scaffold3689_2_gene45919	COG0018	COG0018.OTUcal.v2.1577	motu_linkage_group_119
604812005-stool2_revised_scaffold27259_2_gene47668	COG0552	COG0552.OTUcal.v2.1745	motu_linkage_group_301
763496533-stool1_revised_scaffold46818_1_gene51221	COG0018	COG0018.OTUcal.v2.1843	motu_linkage_group_430
216432.CA2559_04530	COG0495	COG0495.OTUcal.v2.718	-
MH0069_revised_scaffold21035_5_gene89567	COG0495	COG0495.OTUcal.v2.1847	motu_linkage_group_134
764002286-stool1_revised_scaffold784_4_gene10455	COG0012	COG0012.OTUcal.v2.20	motu_linkage_group_281
158944319-stool1_revised_scaffold20901_1_gene13037	COG0533	COG0533.OTUcal.v2.360	motu_linkage_group_100
765620695-stool1_revised_C775487_1_gene104655	COG0012	COG0012.OTUcal.v2.1704	motu_linkage_group_225
266835.mll1081	COG0172	COG0172.OTUcal.v2.201	-
641118.OINT_1002316	COG0533	COG0533.OTUcal.v2.124	-
160704339-stool1_revised_scaffold32872_1_gene42744	COG0525	COG0525.OTUcal.v2.2083	motu_linkage_group_495
420246.GTNG_1049	COG0541	COG0541.OTUcal.v2.893	-
536019.Mesop_1200	COG0495	COG0495.OTUcal.v2.715	-
764649650-stool1_revised_scaffold2145_1_gene76624	COG0525	COG0525.OTUcal.v2.1764	motu_linkage_group_225
473819.BIFDEN_00292	COG0172	COG0172.OTUcal.v2.1281	-
MH0069_revised_scaffold69015_1_gene63590	COG0018	COG0018.OTUcal.v2.1758	motu_linkage_group_260
879307.HMPREF9435_0912	COG0215	COG0215.OTUcal.v2.932	-
763577454-stool2_revised_scaffold33989_1_gene82896	COG0533	COG0533.OTUcal.v2.1722	motu_linkage_group_238
579138.Zymop_0291	COG0172	COG0172.OTUcal.v2.1583	-
159005010-stool1_revised_scaffold12753_1_gene82750	COG0172	COG0172.OTUcal.v2.833	motu_linkage_group_178
158802708-stool1_revised_C1020853_1_gene143320	COG0533	COG0533.OTUcal.v2.1746	motu_linkage_group_87
585530.HMPREF0183_0360	COG0018	COG0018.OTUcal.v2.804	-
MH0006_revised_scaffold24754_2_gene198725	COG0552	COG0552.OTUcal.v2.667	motu_linkage_group_275
159632143-stool1_revised_C943547_1_gene117478	COG0172	COG0172.OTUcal.v2.1056	motu_linkage_group_396
640510.BC1001_0802	COG0172	COG0172.OTUcal.v2.790	-
469613.HMPREF0864_00329	COG0495	COG0495.OTUcal.v2.860	-
MH0003_revised_scaffold2896_3_gene15898	COG0018	COG0018.OTUcal.v2.1748	motu_linkage_group_131
515608.UPA1_G0396	COG0552	COG0552.OTUcal.v2.1610	-
525379.HMPREF0819_1344	COG0018	COG0018.OTUcal.v2.339	-
443144.GM21_1475	COG0012	COG0012.OTUcal.v2.87	-
763577454-stool2_revised_scaffold9714_1_gene2702	COG0215	COG0215.OTUcal.v2.1520	motu_linkage_group_116
158802708-stool1_revised_scaffold25520_1_gene44513	COG0495	COG0495.OTUcal.v2.1835	motu_linkage_group_341
MH0047_revised_scaffold23369_4_gene4123	COG0533	COG0533.OTUcal.v2.1960	motu_linkage_group_439
742723.HMPREF9477_00546	COG0552	COG0552.OTUcal.v2.1105	-
525904.Tter_1850	COG0012	COG0012.OTUcal.v2.1487	-
566552.BIFCAT_01922	COG0012	COG0012.OTUcal.v2.1170	motu_linkage_group_476
644548.SCNU_07190	COG0016	COG0016.OTUcal.v2.444	-
V1.UC6-0_revised_scaffold49715_2_gene81763	COG0552	COG0552.OTUcal.v2.1787	motu_linkage_group_621
MH0012_revised_scaffold60660_2_gene123079	COG0215	COG0215.OTUcal.v2.2030	motu_linkage_group_280
765640925-stool1_revised_scaffold5161_2_gene114274	COG0541	COG0541.OTUcal.v2.861	motu_linkage_group_170
765135172-stool1_revised_scaffold6411_1_gene34826	COG0215	COG0215.OTUcal.v2.672	motu_linkage_group_146
764669880-stool1_revised_scaffold4878_2_gene24770	COG0018	COG0018.OTUcal.v2.1586	motu_linkage_group_109
MH0083_revised_scaffold64025_2_gene39684	COG0525	COG0525.OTUcal.v2.1824	motu_linkage_group_205
158458797-stool1_revised_C1344590_1_gene12103	COG0525	COG0525.OTUcal.v2.1858	motu_linkage_group_348
MH0060_revised_scaffold15914_12_gene32190	COG0525	COG0525.OTUcal.v2.1771	motu_linkage_group_65
349519.LCK_01609	COG0172	COG0172.OTUcal.v2.477	-
420246.GTNG_2633	COG0016	COG0016.OTUcal.v2.895	-
347253.SALIVA_0459	COG0525	COG0525.OTUcal.v2.1534	motu_linkage_group_710
498217.ETAE_1811	COG0016	COG0016.OTUcal.v2.1690	-
551115.Aazo_1588	COG0552	COG0552.OTUcal.v2.789	-
412597.PaTRP_010100003658	COG0172	COG0172.OTUcal.v2.725	-
MH0003_revised_scaffold17066_3_gene3689	COG0533	COG0533.OTUcal.v2.184	motu_linkage_group_281
V1.UC18-0_revised_scaffold1994_2_gene16968	COG0172	COG0172.OTUcal.v2.355	motu_linkage_group_100
159611913-stool1_revised_C778836_1_gene14178	COG0016	COG0016.OTUcal.v2.1737	motu_linkage_group_151
243243.MAV_3770	COG0541	COG0541.OTUcal.v2.1273	-
392499.Swit_2930	COG0552	COG0552.OTUcal.v2.917	-
498737.BBUWI9123_0256	COG0012	COG0012.OTUcal.v2.1169	-
MH0030_revised_scaffold72_3_gene4652	COG0018	COG0018.OTUcal.v2.1900	motu_linkage_group_51
765064.HMPREF9344_01074	COG0525	COG0525.OTUcal.v2.467	-
765701615-stool1_revised_scaffold49159_1_gene193029	COG0018	COG0018.OTUcal.v2.1788	motu_linkage_group_10
472759.Nhal_2070	COG0525	COG0525.OTUcal.v2.1114	-
MH0036_revised_scaffold8904_8_gene49839	COG0018	COG0018.OTUcal.v2.1988	-
158337416-stool2_revised_scaffold19379_1_gene105683	COG0172	COG0172.OTUcal.v2.1782	-
743299.Acife_0844	COG0495	COG0495.OTUcal.v2.1087	-
764224817-stool1_revised_C1245651_1_gene186283	COG0018	COG0018.OTUcal.v2.2063	motu_linkage_group_398
763496533-stool2_revised_scaffold51974_1_gene179141	COG0215	COG0215.OTUcal.v2.1788	motu_linkage_group_115
469602.HMPREF0405_01936	COG0541	COG0541.OTUcal.v2.191	-
159490532-stool2_revised_scaffold13235_1_gene4638	COG0172	COG0172.OTUcal.v2.1709	-
159733294-stool1_revised_scaffold4283_3_gene59515	COG0172	COG0172.OTUcal.v2.1745	motu_linkage_group_498
MH0062_revised_scaffold4624_15_gene1482	COG0541	COG0541.OTUcal.v2.824	motu_linkage_group_214
764588959-stool1_revised_scaffold39367_2_gene128410	COG0012	COG0012.OTUcal.v2.1715	motu_linkage_group_486
159207311-stool2_revised_scaffold11853_1_gene226610	COG0552	COG0552.OTUcal.v2.426	motu_linkage_group_141
1097668.BYI23_A023230	COG0012	COG0012.OTUcal.v2.1183	-
585152.SATG_02406	COG0012	COG0012.OTUcal.v2.1659	-
342949.PNA2_0063	COG0018	COG0018.OTUcal.v2.36	-
765560005-stool1_revised_scaffold21179_1_gene18945	COG0018	COG0018.OTUcal.v2.861	motu_linkage_group_170
857087.Metme_0456	COG0525	COG0525.OTUcal.v2.881	-
374932.CGSHiHH_07676	COG0012	COG0012.OTUcal.v2.137	-
498761.HM1_0850	COG0172	COG0172.OTUcal.v2.1651	-
763577454-stool2_revised_C1084639_1_gene195233	COG0018	COG0018.OTUcal.v2.840	motu_linkage_group_178
764062976-stool2_revised_scaffold41008_1_gene175263	COG0016	COG0016.OTUcal.v2.1889	motu_linkage_group_470
272831.NMC0676	COG0016	COG0016.OTUcal.v2.1461	-
586220.HMPREF0555_0186	COG0525	COG0525.OTUcal.v2.800	-
159510762-stool2_revised_scaffold18949_1_gene16054	COG0552	COG0552.OTUcal.v2.1757	motu_linkage_group_126
763860675-stool1_revised_scaffold36044_4_gene2165	COG0172	COG0172.OTUcal.v2.1611	motu_linkage_group_95
764143897-stool2_revised_scaffold23945_1_gene43424	COG0525	COG0525.OTUcal.v2.1859	motu_linkage_group_360
MH0060_revised_scaffold25252_2_gene24336	COG0172	COG0172.OTUcal.v2.1922	-
158883629-stool1_revised_scaffold2752_1_gene20888	COG0495	COG0495.OTUcal.v2.1837	motu_linkage_group_176
398720.MED217_01025	COG0495	COG0495.OTUcal.v2.463	-
160582958-stool1_revised_C656456_1_gene21841	COG0215	COG0215.OTUcal.v2.1774	motu_linkage_group_282
1111676.MHC_05810	COG0172	COG0172.OTUcal.v2.343	-
862719.AZOLI_0256	COG0533	COG0533.OTUcal.v2.674	-
324831.LGAS_1219	COG0525	COG0525.OTUcal.v2.1415	-
368407.Memar_2213	COG0018	COG0018.OTUcal.v2.138	-
764669880-stool2_revised_scaffold179_2_gene26936	COG0172	COG0172.OTUcal.v2.424	motu_linkage_group_141
713604.RAM_47840	COG0495	COG0495.OTUcal.v2.1339	-
943945.MfeM64YM_0405	COG0495	COG0495.OTUcal.v2.1432	-
429572.LS215_1650	COG0495	COG0495.OTUcal.v2.1315	-
763901136-stool1_revised_scaffold36724_1_gene73253	COG0552	COG0552.OTUcal.v2.1827	motu_linkage_group_306
525255.HMPREF0077_0663	COG0541	COG0541.OTUcal.v2.1133	-
V1.CD13-0_revised_scaffold5832_1_gene25904	COG0172	COG0172.OTUcal.v2.1707	motu_linkage_group_104
765177.Desmu_0512	COG0495	COG0495.OTUcal.v2.1161	-
632245.CLP_3764	COG0533	COG0533.OTUcal.v2.913	-
264198.Reut_A0127	COG0018	COG0018.OTUcal.v2.223	-
444612.REIS_1743	COG0012	COG0012.OTUcal.v2.1371	-
MH0017_revised_scaffold1243_5_gene5718	COG0018	COG0018.OTUcal.v2.1874	motu_linkage_group_37
741091.Rahaq_1701	COG0018	COG0018.OTUcal.v2.426	-
763496533-stool1_revised_scaffold15225_2_gene123790	COG0552	COG0552.OTUcal.v2.1766	motu_linkage_group_502
667014.Thein_2205	COG0533	COG0533.OTUcal.v2.1153	-
533247.CRD_02434	COG0012	COG0012.OTUcal.v2.178	-
944565.HMPREF9127_1278	COG0495	COG0495.OTUcal.v2.1500	-
1148.slr0958	COG0215	COG0215.OTUcal.v2.506	-
764325968-stool1_revised_scaffold5248_1_gene107884	COG0215	COG0215.OTUcal.v2.291	motu_linkage_group_216
638754422-stool2_revised_scaffold23178_1_gene46948	COG0018	COG0018.OTUcal.v2.1734	motu_linkage_group_118
159591683-stool1_revised_scaffold2196_1_gene15482	COG0018	COG0018.OTUcal.v2.1586	motu_linkage_group_109
674977.VMC_18380	COG0016	COG0016.OTUcal.v2.572	-
749222.Nitsa_0228	COG0533	COG0533.OTUcal.v2.384	-
MH0066_revised_scaffold16103_11_gene4257	COG0533	COG0533.OTUcal.v2.1750	motu_linkage_group_302
407148.C8J_0364	COG0172	COG0172.OTUcal.v2.1248	-
159369152-stool2_revised_scaffold488_8_gene49061	COG0541	COG0541.OTUcal.v2.1872	motu_linkage_group_191
452638.Pnec_0980	COG0215	COG0215.OTUcal.v2.1403	-
196600.VV0911	COG0495	COG0495.OTUcal.v2.1341	-
592022.BMD_0113	COG0215	COG0215.OTUcal.v2.818	-
273121.WS1652	COG0525	COG0525.OTUcal.v2.325	-
MH0019_revised_scaffold727_19_gene17182	COG0012	COG0012.OTUcal.v2.1491	motu_linkage_group_116
360115.COXBURSA331_A2043	COG0012	COG0012.OTUcal.v2.421	-
638754422-stool1_revised_scaffold25777_1_gene99606	COG0541	COG0541.OTUcal.v2.1999	motu_linkage_group_293
762982.HMPREF9442_01722	COG0525	COG0525.OTUcal.v2.1029	motu_linkage_group_493
406563.CGSSp23BS72_07126	COG0172	COG0172.OTUcal.v2.231	-
903510.vfu_A02995	COG0533	COG0533.OTUcal.v2.114	-
262723.MS53_0357	COG0215	COG0215.OTUcal.v2.81	-
262723.MS53_0356	COG0018	COG0018.OTUcal.v2.82	-
158742018-stool1_revised_scaffold7857_1_gene92099	COG0172	COG0172.OTUcal.v2.1005	motu_linkage_group_201
